IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
8.217.50.252,8880,8880,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.217.239.116,2052,2052,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,56,0.00
8.218.173.78,2095,2095,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,56,0.00
47.243.27.217,8080,8080,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.218.228.152,2082,2082,false,HKG,Asia Pacific,Hong Kong,56,0.00
8.217.250.5,2086,2086,false,HKG,Asia Pacific,Hong Kong,56,0.00
47.236.118.216,2082,2082,false,SIN,Asia Pacific,Singapore,57,0.00
47.243.18.199,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.237.0.31,2095,2095,false,SIN,Asia Pacific,Singapore,57,0.00
8.218.3.12,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.218.52.115,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,0.00
47.237.95.156,2052,2052,false,SIN,Asia Pacific,Singapore,57,0.00
47.242.155.183,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.236.121.23,2052,2052,false,SIN,Asia Pacific,Singapore,57,0.00
8.218.155.238,2086,2086,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.218.65.171,2096,2096,true,HKG,Asia Pacific,Hong Kong,57,0.00
47.236.146.249,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.00
47.236.10.182,2086,2086,false,SIN,Asia Pacific,Singapore,57,0.00
47.243.27.217,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.76.214.139,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.243.26.83,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.218.146.204,2052,2052,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.217.239.116,2095,2095,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.217.248.220,80,80,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.242.183.7,2083,2083,true,HKG,Asia Pacific,Hong Kong,57,0.00
47.76.49.246,8880,8880,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.238.5.0,8080,8080,false,HKG,Asia Pacific,Hong Kong,57,0.00
8.210.65.1,80,80,false,HKG,Asia Pacific,Hong Kong,57,0.00
47.243.70.186,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.237.92.26,2052,2052,false,SIN,Asia Pacific,Singapore,58,0.00
8.219.83.201,2096,2096,true,SIN,Asia Pacific,Singapore,58,0.00
47.76.29.115,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.238.40.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.218.81.14,2087,2087,true,HKG,Asia Pacific,Hong Kong,58,0.00
8.222.222.64,8880,8880,false,SIN,Asia Pacific,Singapore,58,0.00
8.217.248.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.243.186.171,80,80,false,HKG,Asia Pacific,Hong Kong,58,0.00
8.222.184.198,8880,8880,false,SIN,Asia Pacific,Singapore,58,0.00
8.218.181.189,8880,8880,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.76.189.102,8080,8080,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.237.86.185,2095,2095,false,SIN,Asia Pacific,Singapore,58,0.00
8.217.123.243,2095,2095,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.76.203.101,8880,8880,false,HKG,Asia Pacific,Hong Kong,58,0.00
47.76.37.57,80,80,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.210.21.65,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.238.35.50,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.11.90,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.243.139.85,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.242.42.153,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.210.43.213,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.18.235,2082,2082,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.236.168.17,2052,2052,false,SIN,Asia Pacific,Singapore,59,0.00
47.243.67.28,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.236.9.152,2086,2086,false,SIN,Asia Pacific,Singapore,59,0.00
47.236.123.133,2052,2052,false,SIN,Asia Pacific,Singapore,59,0.00
47.243.5.154,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.181.189,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.242.234.127,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.11.90,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.65.171,80,80,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.242.17.250,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.217.164.10,8880,8880,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.243.74.220,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.217.123.243,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.8.142,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.210.89.245,8080,8080,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.217.164.10,2095,2095,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.188.129,2052,2052,false,HKG,Asia Pacific,Hong Kong,59,0.00
47.243.60.150,2086,2086,false,HKG,Asia Pacific,Hong Kong,59,0.00
8.218.207.169,8880,8880,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.242.176.237,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.76.26.26,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.76.178.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.236.150.13,2086,2086,false,SIN,Asia Pacific,Singapore,60,0.00
8.217.50.252,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.217.127.73,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.210.174.156,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.217.250.222,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.217.250.5,2052,2052,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.76.225.255,80,80,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.243.183.127,2053,2053,true,HKG,Asia Pacific,Hong Kong,60,0.00
47.236.144.208,8880,8880,false,SIN,Asia Pacific,Singapore,60,0.00
8.217.149.28,8080,8080,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.218.3.198,2082,2082,false,HKG,Asia Pacific,Hong Kong,60,0.00
8.219.193.202,2086,2086,false,SIN,Asia Pacific,Singapore,60,0.00
47.236.166.131,2052,2052,false,SIN,Asia Pacific,Singapore,60,0.00
47.236.10.100,2082,2082,false,SIN,Asia Pacific,Singapore,60,0.00
8.222.144.50,2052,2052,false,SIN,Asia Pacific,Singapore,60,0.00
8.218.81.14,8880,8880,false,HKG,Asia Pacific,Hong Kong,60,0.00
47.76.26.26,80,80,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.217.123.243,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.217.248.220,2052,2052,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.218.122.55,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,0.00
47.76.203.101,8080,8080,false,HKG,Asia Pacific,Hong Kong,61,0.00
47.236.130.95,2052,2052,false,SIN,Asia Pacific,Singapore,61,0.00
47.237.83.20,8080,8080,false,SIN,Asia Pacific,Singapore,61,0.00
47.242.59.216,2086,2086,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.218.143.10,80,80,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.219.52.156,443,443,true,SIN,Asia Pacific,Singapore,61,0.00
8.210.156.6,2095,2095,false,HKG,Asia Pacific,Hong Kong,61,0.00
47.76.159.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,61,0.00
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,61,0.00
47.76.80.72,8080,8080,false,HKG,Asia Pacific,Hong Kong,61,0.00
47.237.83.20,2086,2086,false,SIN,Asia Pacific,Singapore,61,0.00
8.217.121.207,8880,8880,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.222.146.222,2053,2053,true,SIN,Asia Pacific,Singapore,61,0.00
8.218.3.12,2095,2095,false,HKG,Asia Pacific,Hong Kong,61,0.00
8.217.121.207,8080,8080,false,HKG,Asia Pacific,Hong Kong,61,0.00
47.76.37.57,2087,2087,true,HKG,Asia Pacific,Hong Kong,61,0.00
8.217.221.165,80,80,false,HKG,Asia Pacific,Hong Kong,61,0.00
47.237.83.20,80,80,false,SIN,Asia Pacific,Singapore,62,0.00
8.217.181.213,2052,2052,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.218.174.118,8080,8080,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.242.17.250,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.76.98.98,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.242.234.127,80,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.217.147.230,8080,8080,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.210.245.224,80,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.76.233.67,2052,2052,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.210.34.188,80,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.242.232.14,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.212.41.98,8080,8080,false,SJC,North America,San Jose,62,0.00
47.76.80.72,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.210.156.6,2082,2082,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.218.142.253,80,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.217.207.60,2086,2086,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.243.86.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.218.173.78,80,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
47.76.94.15,80,80,false,HKG,Asia Pacific,Hong Kong,62,0.00
8.218.181.189,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.238.35.50,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.243.51.171,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.243.107.148,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.242.202.230,2052,2052,false,HKG,Asia Pacific,Hong Kong,63,0.00
8.219.5.10,2082,2082,false,SIN,Asia Pacific,Singapore,63,0.00
8.210.9.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.76.192.24,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.236.104.11,80,80,false,SIN,Asia Pacific,Singapore,63,0.00
8.210.146.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.236.104.11,8880,8880,false,SIN,Asia Pacific,Singapore,63,0.00
8.222.162.45,8880,8880,false,SIN,Asia Pacific,Singapore,63,0.00
8.217.149.28,8880,8880,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.236.123.133,8080,8080,false,SIN,Asia Pacific,Singapore,63,0.00
47.238.6.58,2082,2082,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.76.178.146,2052,2052,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.236.9.152,8080,8080,false,SIN,Asia Pacific,Singapore,63,0.00
47.236.104.11,2086,2086,false,SIN,Asia Pacific,Singapore,63,0.00
47.238.6.58,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.242.183.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.242.252.237,8880,8880,false,HKG,Asia Pacific,Hong Kong,63,0.00
8.218.81.14,2095,2095,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.238.5.0,2052,2052,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.243.169.63,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.76.146.1,8080,8080,false,HKG,Asia Pacific,Hong Kong,63,0.00
8.217.164.10,2086,2086,false,HKG,Asia Pacific,Hong Kong,63,0.00
47.236.123.133,2095,2095,false,SIN,Asia Pacific,Singapore,64,0.00
47.238.5.0,8880,8880,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.218.65.237,80,80,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.236.117.48,2095,2095,false,SIN,Asia Pacific,Singapore,64,0.00
8.217.193.25,2086,2086,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.218.178.79,2086,2086,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.243.107.148,2082,2082,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.76.213.245,2082,2082,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.236.10.182,8880,8880,false,SIN,Asia Pacific,Singapore,64,0.00
8.218.18.132,2095,2095,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.76.178.146,2086,2086,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.242.7.162,8880,8880,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.217.193.25,2095,2095,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.218.174.118,2086,2086,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.218.204.128,2082,2082,false,HKG,Asia Pacific,Hong Kong,64,0.00
8.219.84.214,2052,2052,false,SIN,Asia Pacific,Singapore,64,0.00
8.218.243.95,2052,2052,false,HKG,Asia Pacific,Hong Kong,64,0.00
47.76.204.76,80,80,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.236.144.196,2095,2095,false,SIN,Asia Pacific,Singapore,65,0.00
8.217.251.62,2086,2086,false,HKG,Asia Pacific,Hong Kong,65,0.00
8.210.66.190,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
8.210.203.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.237.100.206,2086,2086,false,SIN,Asia Pacific,Singapore,65,0.00
8.210.100.23,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
8.210.207.214,2052,2052,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.243.91.58,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.238.0.114,80,80,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.237.11.182,2086,2086,false,SIN,Asia Pacific,Singapore,65,0.00
47.76.203.101,80,80,false,HKG,Asia Pacific,Hong Kong,65,0.00
8.218.178.79,8080,8080,false,HKG,Asia Pacific,Hong Kong,65,0.00
8.218.52.115,8443,8443,true,HKG,Asia Pacific,Hong Kong,65,0.00
8.218.204.128,8080,8080,false,HKG,Asia Pacific,Hong Kong,65,0.00
8.217.154.218,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
8.217.248.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,65,0.00
47.76.203.101,2086,2086,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.218.211.17,2086,2086,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.218.3.12,2082,2082,false,HKG,Asia Pacific,Hong Kong,66,0.00
47.243.42.219,2095,2095,false,HKG,Asia Pacific,Hong Kong,66,0.00
47.236.75.113,2086,2086,false,SIN,Asia Pacific,Singapore,66,0.00
8.219.209.14,8880,8880,false,SIN,Asia Pacific,Singapore,66,0.00
8.222.208.38,2052,2052,false,SIN,Asia Pacific,Singapore,66,0.00
47.236.149.107,8880,8880,false,SIN,Asia Pacific,Singapore,66,0.00
47.238.6.102,2082,2082,false,HKG,Asia Pacific,Hong Kong,66,0.00
47.243.86.79,2082,2082,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.217.50.252,8880,8880,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.210.39.96,8880,8880,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.217.248.220,2082,2082,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.218.8.142,80,80,false,HKG,Asia Pacific,Hong Kong,66,0.00
8.219.174.213,8080,8080,false,SIN,Asia Pacific,Singapore,66,0.00
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,66,0.00
47.236.87.246,2052,2052,false,SIN,Asia Pacific,Singapore,67,0.00
47.76.227.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.217.250.222,2082,2082,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.218.207.169,8080,8080,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.76.26.26,2086,2086,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.76.159.146,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.243.42.219,2082,2082,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.76.189.102,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.210.100.23,80,80,false,HKG,Asia Pacific,Hong Kong,67,0.00
47.243.243.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.219.132.64,2082,2082,false,SIN,Asia Pacific,Singapore,67,0.00
8.217.159.210,80,80,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.210.66.190,2053,2053,true,HKG,Asia Pacific,Hong Kong,67,0.00
8.217.207.60,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.218.188.129,2095,2095,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.219.42.72,2096,2096,true,SIN,Asia Pacific,Singapore,67,0.00
47.76.222.57,2052,2052,false,HKG,Asia Pacific,Hong Kong,67,0.00
8.219.78.1,2096,2096,true,SIN,Asia Pacific,Singapore,67,0.00
8.210.244.38,8880,8880,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.76.192.24,8880,8880,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.243.67.28,80,80,false,HKG,Asia Pacific,Hong Kong,68,0.00
8.210.119.11,80,80,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.238.35.50,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.243.18.199,2086,2086,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.76.178.146,80,80,false,HKG,Asia Pacific,Hong Kong,68,0.00
8.222.244.192,8880,8880,false,SIN,Asia Pacific,Singapore,68,0.00
8.218.52.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,0.00
8.210.34.188,2052,2052,false,HKG,Asia Pacific,Hong Kong,68,0.00
8.210.203.7,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,0.00
8.218.174.118,2095,2095,false,HKG,Asia Pacific,Hong Kong,68,0.00
47.76.233.67,2082,2082,false,HKG,Asia Pacific,Hong Kong,69,0.00
8.218.2.181,2086,2086,false,HKG,Asia Pacific,Hong Kong,69,0.00
47.243.183.127,8443,8443,true,HKG,Asia Pacific,Hong Kong,69,0.00
47.242.252.237,2082,2082,false,HKG,Asia Pacific,Hong Kong,69,0.00
47.243.186.171,2052,2052,false,HKG,Asia Pacific,Hong Kong,69,0.00
8.217.181.213,2086,2086,false,HKG,Asia Pacific,Hong Kong,69,0.00
47.242.252.237,2086,2086,false,HKG,Asia Pacific,Hong Kong,69,0.00
8.217.91.121,2086,2086,false,HKG,Asia Pacific,Hong Kong,69,0.00
47.243.206.150,2095,2095,false,HKG,Asia Pacific,Hong Kong,69,0.00
47.236.83.239,2082,2082,false,SIN,Asia Pacific,Singapore,69,0.00
8.219.0.48,8080,8080,false,SIN,Asia Pacific,Singapore,69,0.00
47.242.36.78,8080,8080,false,HKG,Asia Pacific,Hong Kong,69,0.00
47.236.144.156,2082,2082,false,SIN,Asia Pacific,Singapore,69,0.00
8.218.85.128,2052,2052,false,HKG,Asia Pacific,Hong Kong,69,0.00
8.217.221.165,2095,2095,false,HKG,Asia Pacific,Hong Kong,69,0.00
8.210.66.190,8080,8080,false,HKG,Asia Pacific,Hong Kong,69,0.00
8.217.154.218,2082,2082,false,HKG,Asia Pacific,Hong Kong,69,0.00
47.236.9.152,8880,8880,false,SIN,Asia Pacific,Singapore,70,0.00
8.222.144.50,2082,2082,false,SIN,Asia Pacific,Singapore,70,0.00
8.217.127.73,2053,2053,true,HKG,Asia Pacific,Hong Kong,70,0.00
8.219.98.13,80,80,false,SIN,Asia Pacific,Singapore,70,0.00
47.238.6.58,2086,2086,false,HKG,Asia Pacific,Hong Kong,70,0.00
47.236.97.90,2086,2086,false,SIN,Asia Pacific,Singapore,70,0.00
8.210.55.134,8080,8080,false,HKG,Asia Pacific,Hong Kong,70,0.00
8.222.193.65,8080,8080,false,SIN,Asia Pacific,Singapore,70,0.00
8.210.89.245,2086,2086,false,HKG,Asia Pacific,Hong Kong,70,0.00
47.76.29.115,2052,2052,false,HKG,Asia Pacific,Hong Kong,70,0.00
47.236.118.216,2095,2095,false,SIN,Asia Pacific,Singapore,70,0.00
8.217.221.165,2086,2086,false,HKG,Asia Pacific,Hong Kong,70,0.00
47.76.225.255,8080,8080,false,HKG,Asia Pacific,Hong Kong,71,0.00
8.219.83.71,2083,2083,true,SIN,Asia Pacific,Singapore,71,0.00
8.218.98.75,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,0.00
8.219.209.14,8080,8080,false,SIN,Asia Pacific,Singapore,71,0.00
47.76.213.245,2086,2086,false,HKG,Asia Pacific,Hong Kong,71,0.00
8.222.214.231,2082,2082,false,SIN,Asia Pacific,Singapore,71,0.00
47.76.225.255,2086,2086,false,HKG,Asia Pacific,Hong Kong,71,0.00
8.218.181.189,2052,2052,false,HKG,Asia Pacific,Hong Kong,71,0.00
47.242.119.104,2083,2083,true,HKG,Asia Pacific,Hong Kong,71,0.00
47.238.249.247,8080,80,false,HKG,Asia Pacific,Hong Kong,71,0.00
8.218.174.118,2052,2052,false,HKG,Asia Pacific,Hong Kong,71,0.00
47.243.90.180,8080,8080,false,HKG,Asia Pacific,Hong Kong,71,0.00
47.236.232.148,8080,8080,false,SIN,Asia Pacific,Singapore,71,0.00
47.237.95.156,2095,2095,false,SIN,Asia Pacific,Singapore,72,0.00
8.217.91.121,8880,8880,false,HKG,Asia Pacific,Hong Kong,72,0.00
8.210.85.222,2086,2086,false,HKG,Asia Pacific,Hong Kong,72,0.00
47.76.214.139,80,80,false,HKG,Asia Pacific,Hong Kong,72,0.00
8.218.174.118,2082,2082,false,HKG,Asia Pacific,Hong Kong,72,0.00
47.243.183.127,2087,2087,true,HKG,Asia Pacific,Hong Kong,72,0.00
8.218.18.132,8880,8880,false,HKG,Asia Pacific,Hong Kong,72,0.00
8.218.204.128,8880,8880,false,HKG,Asia Pacific,Hong Kong,72,0.00
47.76.159.146,8443,8443,true,HKG,Asia Pacific,Hong Kong,72,0.00
8.217.49.34,80,80,false,HKG,Asia Pacific,Hong Kong,73,0.00
8.217.193.25,80,80,false,HKG,Asia Pacific,Hong Kong,73,0.00
8.217.239.116,2086,2086,false,HKG,Asia Pacific,Hong Kong,73,0.00
8.210.43.213,2082,2082,false,HKG,Asia Pacific,Hong Kong,73,0.00
8.210.48.107,2087,2087,true,HKG,Asia Pacific,Hong Kong,73,0.00
47.236.125.62,2095,2095,false,NRT,Asia Pacific,Tokyo,73,0.00
8.218.204.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,74,0.00
8.210.39.96,8080,8080,false,HKG,Asia Pacific,Hong Kong,74,0.00
8.218.181.189,80,80,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.76.32.108,8080,8080,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.238.6.58,80,80,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.238.40.58,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.242.234.127,8080,8080,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.236.205.188,2095,2095,false,SIN,Asia Pacific,Singapore,74,0.00
8.210.156.6,8080,8080,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.243.42.155,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,0.00
8.210.34.188,8880,8880,false,HKG,Asia Pacific,Hong Kong,74,0.00
8.217.145.40,2086,2086,false,HKG,Asia Pacific,Hong Kong,74,0.00
47.243.18.199,80,80,false,HKG,Asia Pacific,Hong Kong,75,0.00
8.210.43.213,2082,2082,false,HKG,Asia Pacific,Hong Kong,75,0.00
8.217.181.213,2095,2095,false,HKG,Asia Pacific,Hong Kong,75,0.00
47.236.5.223,8080,8080,false,SIN,Asia Pacific,Singapore,75,0.00
47.236.9.152,2052,2052,false,SIN,Asia Pacific,Singapore,75,0.00
47.242.7.162,2086,2086,false,HKG,Asia Pacific,Hong Kong,75,0.00
8.219.153.237,2083,2083,true,NRT,Asia Pacific,Tokyo,75,0.00
47.243.70.186,2052,2052,false,HKG,Asia Pacific,Hong Kong,75,0.00
8.219.222.98,2082,2082,false,SIN,Asia Pacific,Singapore,75,0.00
47.242.7.162,2052,2052,false,HKG,Asia Pacific,Hong Kong,76,0.00
47.76.159.146,2083,2083,true,HKG,Asia Pacific,Hong Kong,76,0.00
47.243.90.180,2087,2087,true,HKG,Asia Pacific,Hong Kong,76,0.00
8.218.243.95,8080,8080,false,HKG,Asia Pacific,Hong Kong,76,0.00
47.236.169.141,80,80,false,SIN,Asia Pacific,Singapore,76,0.00
47.236.167.231,2082,2082,false,SIN,Asia Pacific,Singapore,76,0.00
47.242.54.157,8080,8080,false,HKG,Asia Pacific,Hong Kong,76,0.00
47.243.243.14,2052,2052,false,HKG,Asia Pacific,Hong Kong,76,0.00
47.243.42.219,8880,8880,false,HKG,Asia Pacific,Hong Kong,76,0.00
8.218.98.75,2095,2095,false,HKG,Asia Pacific,Hong Kong,76,0.00
8.219.189.143,80,80,false,SIN,Asia Pacific,Singapore,76,0.00
47.238.5.0,2053,2053,true,HKG,Asia Pacific,Hong Kong,77,0.00
47.236.164.215,8880,8880,false,SIN,Asia Pacific,Singapore,77,0.00
47.243.74.220,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,0.00
8.218.204.128,2095,2095,false,HKG,Asia Pacific,Hong Kong,77,0.00
47.76.178.146,8080,8080,false,HKG,Asia Pacific,Hong Kong,77,0.00
47.242.155.183,2083,2083,true,HKG,Asia Pacific,Hong Kong,77,0.00
47.76.233.67,8080,8080,false,HKG,Asia Pacific,Hong Kong,77,0.00
47.236.93.176,8080,8080,false,SIN,Asia Pacific,Singapore,77,0.00
8.218.148.106,80,80,false,HKG,Asia Pacific,Hong Kong,77,0.00
47.76.178.146,8880,8880,false,HKG,Asia Pacific,Hong Kong,77,0.00
8.218.3.198,2086,2086,false,HKG,Asia Pacific,Hong Kong,78,0.00
47.243.243.14,8080,8080,false,HKG,Asia Pacific,Hong Kong,78,0.00
8.218.243.95,80,80,false,HKG,Asia Pacific,Hong Kong,78,0.00
8.218.122.55,8880,8880,false,HKG,Asia Pacific,Hong Kong,78,0.00
8.210.101.157,2095,2095,false,HKG,Asia Pacific,Hong Kong,78,0.00
